"","Culinary Knowledge","Culinary Skills","Algeria","Argentina","Australia","Belgium","Herzegovina","Brazil","Cameroon","Chile","Colombia","Rica","Croatia","Ecuador","England","France","Germany","Ghana","Greece","Honduras","Iran","Italy","Coast","Japan","Mexico","Netherlands","Nigeria","Portugal","Russia","Korea","Spain","Switzerland","States","Uruguay","China","India","Thailand","Turkey","Cuba","Ethiopia","Vietnam","Ireland","Gender","Age","Household.Income","Education","Census Location"
"784","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,"2",NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,"4",NA,NA,"4",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male","45-60","$150,000+","Some college or Associate degree","Middle Atlantic"
"785","Advanced","High",NA,"4","4","4",NA,"4",NA,"5","4","4",NA,"4","2","5","4",NA,"4","4",NA,"5","3","5","5","2",NA,"5","3","3","5","3","4",NA,"4","4","5",NA,"5","4","5","3","Male","30-44","$150,000+","Bachelor degree","Pacific"
"786","Advanced","High","3","5","4","4","3","5","4","4","5","5","3","4","3","5","4","4","4","4","4","5","4","5","4","4","3","5","5","5","5","3","3","4","5","5","5","4","4","4","5","3","Male","45-60","","Graduate degree","Mountain"
"787","Novice","Moderate",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,"3","3","5",NA,"3",NA,NA,"5",NA,NA,"5",NA,NA,NA,"3",NA,NA,"3","5",NA,NA,NA,"5",NA,NA,NA,NA,"5","Male","45-60","$100,000 - $149,999","Some college or Associate degree","East North Central"
"788","Intermediate","Moderate",NA,NA,NA,"2",NA,"3",NA,"4","4","3",NA,"3","3","4","2","4","3","3",NA,"3",NA,"3","4",NA,NA,NA,NA,"2","3",NA,"4",NA,"3","2","1",NA,"4","4",NA,"3","Male","30-44","$100,000 - $149,999","High school degree","South Atlantic"
"789","Advanced","High","3","4","3","4","3","4",NA,"3",NA,NA,NA,NA,"2",NA,"3",NA,"5",NA,"4","4",NA,"4","4","4",NA,"4","3","2","4",NA,"4",NA,"4","4","5","4","4","4","4","3","Male","45-60","$100,000 - $149,999","Graduate degree","New England"
"790","Intermediate","Moderate",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"3",NA,"4",NA,"4",NA,NA,"3",NA,"1","4",NA,NA,NA,NA,NA,"3",NA,NA,NA,"3","3","5",NA,NA,NA,NA,NA,"Male","18-29","$50,000 - $99,999","High school degree","West South Central"
"791","Intermediate","Moderate",NA,"3","3","3",NA,"5",NA,"4","5","4",NA,NA,"4","3","3",NA,"5",NA,"1","5","3","5","5",NA,NA,"3","2","3","3","2","5",NA,"5","3","4",NA,"4","1",NA,"3","Male","30-44","$150,000+","High school degree","West North Central"
"792","Intermediate","Moderate",NA,"2",NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"3","4","2",NA,"2",NA,NA,"5",NA,"3","5",NA,NA,NA,"2","3","3",NA,"3",NA,"3","5","5",NA,"4",NA,"4","3","Male","45-60","","Graduate degree","East North Central"
"793","Intermediate","High",NA,NA,NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,"4","4","3",NA,"5",NA,NA,"5",NA,"5","4",NA,NA,NA,"3","3","4",NA,"3",NA,"4","4","3","5",NA,"3","3",NA,"Male","18-29","$0 - $24,999","Some college or Associate degree","Pacific"
"794","Advanced","High",NA,NA,"4",NA,NA,NA,NA,NA,"4","4",NA,NA,"3","5","4",NA,"5",NA,"5","5",NA,"4","5",NA,"3",NA,NA,"5","4",NA,"4",NA,"5","5","5","5","4","5","5","3","Male","45-60","$150,000+","Graduate degree","Mountain"
"795","Novice","Moderate",NA,NA,"3",NA,NA,NA,NA,"3","3","3",NA,NA,"4","4","3",NA,NA,NA,NA,"5",NA,"4","5",NA,NA,"4","3","4","5",NA,"5",NA,"5","3",NA,NA,"5",NA,"3","5","Male","45-60","$100,000 - $149,999","High school degree","Middle Atlantic"
"796","Novice","Moderate",NA,"4","4",NA,NA,NA,NA,"4",NA,NA,NA,NA,"2","3","3",NA,"3",NA,NA,"5",NA,"3","4",NA,NA,NA,NA,"2","4",NA,"4",NA,"5","2","4",NA,NA,NA,"2","3","Male","45-60","$50,000 - $99,999","Graduate degree","Pacific"
"797","Intermediate","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","3",NA,"3",NA,NA,"4",NA,"4","4",NA,NA,NA,NA,NA,NA,"4","4",NA,"4","4",NA,NA,NA,NA,NA,NA,"Male","> 60","$50,000 - $99,999","Graduate degree","East North Central"
"798","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","4","4",NA,"4",NA,NA,"4",NA,"4","4",NA,NA,NA,NA,NA,NA,NA,"4",NA,"4","3","4",NA,NA,NA,"4",NA,"Male","45-60","$50,000 - $99,999","Some college or Associate degree","Mountain"
"799","Intermediate","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,"4","5",NA,NA,NA,NA,NA,NA,NA,"3",NA,"4","4","3",NA,NA,"5","4","3","Male","30-44","$0 - $24,999","Some college or Associate degree","South Atlantic"
"800","Advanced","High",NA,"4","3","5","2","4",NA,"4","3","3","4","3","2","4","3","2","5","2","3","5","3","5","5","4","3","5","4","4","5","3","5","3","4","5","5","4","4","4","5","2","Male","45-60","$150,000+","Bachelor degree","Middle Atlantic"
"801","Intermediate","High",NA,"3",NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,"4","2","3",NA,"5",NA,"3","4",NA,"4","5",NA,NA,NA,NA,NA,"3",NA,"3",NA,"4","5","5",NA,"3",NA,"4",NA,"Male","18-29","$100,000 - $149,999","Bachelor degree","South Atlantic"
"802","Advanced","Moderate",NA,"3","3","3",NA,"4",NA,"4","4","4",NA,NA,"3","4","4",NA,"4",NA,NA,"4",NA,"4","4","4",NA,"4","2",NA,"4","4","4",NA,"4","2","3",NA,NA,"2","2","3","Male","30-44","$100,000 - $149,999","Bachelor degree","West South Central"
"803","Novice","None",NA,NA,"4",NA,NA,"3",NA,NA,NA,NA,NA,NA,"3",NA,"4","2","4",NA,"3","4",NA,"3","4",NA,NA,NA,NA,NA,NA,NA,"5",NA,"3",NA,NA,NA,NA,NA,NA,"3","Male","45-60","$100,000 - $149,999","Some college or Associate degree","South Atlantic"
"804","Novice","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2","3",NA,"3",NA,"2","5",NA,"1","3",NA,NA,"3",NA,"1","4","3","4",NA,"3","1","2",NA,"3",NA,NA,"3","Male","45-60","$50,000 - $99,999","Bachelor degree","Pacific"
"805","Intermediate","Moderate",NA,"3","3","3",NA,"3",NA,"3","3","3",NA,"3","3","3","3",NA,"3","3",NA,"4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","",""
"806","Intermediate","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","5","5",NA,"5",NA,NA,"5",NA,"3","4",NA,NA,"4",NA,"3","4",NA,"5",NA,"4","3","5",NA,NA,"1",NA,"4","Male","45-60","$0 - $24,999","Graduate degree","Middle Atlantic"
"807","Intermediate","High",NA,"3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3",NA,"3",NA,NA,"5",NA,"4","1","4",NA,"3","1",NA,"3","3","5",NA,"3","1",NA,NA,"3",NA,NA,"3","Male","45-60","$100,000 - $149,999","Bachelor degree","Middle Atlantic"
"808","Advanced","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4","3",NA,"3",NA,NA,"4",NA,"4","3",NA,NA,NA,NA,"3","3",NA,"4","3","4","4","5",NA,NA,NA,NA,NA,"Male","45-60","$50,000 - $99,999","Some college or Associate degree","Mountain"
"809","Advanced","High","3","4","4","3",NA,"4","3","5","4","3",NA,"5","2","4","3",NA,"5","3",NA,"5",NA,"4","4",NA,NA,"4","3","2","5","4","4","3","4","3","4",NA,"4",NA,"4","3","Male","45-60","","Some college or Associate degree","Mountain"
"810","Intermediate","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","3","3",NA,"4",NA,"2","4",NA,"4","4","3",NA,NA,"1",NA,"4",NA,"4",NA,"4","2","3",NA,"4",NA,NA,"3","Male","45-60","$100,000 - $149,999","Graduate degree","South Atlantic"
"811","Novice","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","3",NA,"4",NA,NA,"5",NA,NA,"4",NA,NA,"4",NA,NA,"4",NA,"5",NA,"4","2",NA,NA,NA,NA,NA,NA,"Male","45-60","$150,000+","Graduate degree","New England"
"812","Novice","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"3",NA,NA,NA,NA,"5",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,"1",NA,NA,NA,NA,NA,NA,"Male","30-44","$0 - $24,999","Bachelor degree","New England"
"813","Advanced","High","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","3","4","3","4","3","3","2","3","3","3","3","3","5","3","3","3","4","3","3","1","3","3","Male","45-60","$100,000 - $149,999","Graduate degree","South Atlantic"
"814","Intermediate","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4",NA,NA,NA,"4",NA,"4",NA,"4","4",NA,NA,NA,"4",NA,"4",NA,"4",NA,"4","4","3",NA,"4","4","3",NA,"Male","45-60","$0 - $24,999","Some college or Associate degree","Pacific"
"815","Intermediate","Moderate","2","3","4","3","4","3","3","3","3","3","4","3","5","5","4","2","4","3","2","5","2","4","3","3","2","3","4","3","4","3","5","2","5","2","3","3","3","2","4","3","Male","45-60","$100,000 - $149,999","Bachelor degree","West South Central"
"816","Advanced","Moderate",NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,"2","5","2",NA,"5",NA,"5","5",NA,"5","5",NA,NA,NA,NA,"5","5",NA,"5",NA,"5","5","5",NA,NA,NA,"5",NA,"Male","45-60","$0 - $24,999","Bachelor degree","Pacific"
"817","Novice","None",NA,NA,NA,"3",NA,NA,NA,"3",NA,NA,NA,NA,"4","4","3",NA,NA,NA,NA,"4",NA,"2","3",NA,NA,NA,NA,NA,"4",NA,"2",NA,"4","3",NA,NA,NA,NA,NA,"3","Male","45-60","$100,000 - $149,999","High school degree","Middle Atlantic"
"818","Novice","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3",NA,"3",NA,NA,"3",NA,"3","3",NA,NA,NA,NA,NA,NA,NA,"3",NA,"3","3","3",NA,NA,NA,NA,NA,"","","","",""
"819","Intermediate","High",NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,"2","4","2",NA,"5",NA,NA,"5",NA,"3","4",NA,NA,NA,"2","3","4",NA,"4",NA,"4","5","5","4","3","5","4","4","Male","45-60","$50,000 - $99,999","Bachelor degree","Mountain"
"820","Advanced","Low","2","4","4","4","2","4","3","3","2","5","4","1","3","2","3","3","2","4","3","3","4","5","3","2","3",NA,NA,"1","2","1","3","4","3","4","3","2","4","3","2","4","Male","30-44","$100,000 - $149,999","Graduate degree","Middle Atlantic"
"821","Novice","Moderate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"3","4",NA,NA,NA,NA,NA,NA,NA,"4",NA,"3","3","4",NA,NA,NA,"3","3","","","","",""
"822","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3",NA,"3",NA,NA,"3",NA,"3","3",NA,NA,NA,NA,NA,NA,NA,"3",NA,"3","3","3",NA,NA,NA,NA,NA,"Male","45-60","","Bachelor degree","Pacific"
"823","Advanced","Moderate","3","3","4","3","3","3","3","3","3","3","4","3","4","4","3","3","4","3","3","3","3","5","4","4","3","4","4","4","4","4","4","4","4","3","4","3","4","3","3","4","Male","30-44","","Graduate degree","South Atlantic"
"824","Advanced","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","5",NA,NA,NA,NA,"5",NA,"5","5",NA,NA,NA,NA,"5",NA,NA,"5",NA,"5","3",NA,NA,"5",NA,"4","5","Male","30-44","","","South Atlantic"
"825","Expert","High","4","4","2","4","3","4","4","4","4","4","3","4","3","5","3","4","5","4","4","4","4","5","4","3","4","4","2","5","5","3","3","3","5","5","5","4","4","4","5","2","Male","45-60","$50,000 - $99,999","Bachelor degree","East North Central"
"826","Advanced","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2","5","2",NA,"4",NA,NA,"5",NA,NA,"5",NA,NA,NA,"2","4","4",NA,"3",NA,"5","5","4",NA,"4","3","4","3","Male","45-60","$25,000 - $49,999","Bachelor degree","Middle Atlantic"
"828","Advanced","High",NA,"3","3","3","3","4",NA,"3","3","4","3","3","2","4","3",NA,"3","3","3","4",NA,"5","4","3",NA,"4","3","3","4","3","3","3","4","5","5","3","3","4","5","2","Male","30-44","$50,000 - $99,999","Bachelor degree","Middle Atlantic"
"829","Advanced","High",NA,NA,NA,"4",NA,NA,NA,NA,"4",NA,NA,"4","2","5","3",NA,"4","4",NA,"5",NA,"4","4","2",NA,NA,NA,"4","4","4","3",NA,"4","5","5","4","4","4","4","3","Male","18-29","$25,000 - $49,999","Bachelor degree","West North Central"
"830","Novice","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,"3",NA,NA,"3",NA,NA,NA,NA,"4",NA,NA,"4",NA,"4","3",NA,NA,NA,NA,NA,"3","Male","45-60","$150,000+","Graduate degree","Pacific"
"831","Intermediate","Moderate",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","5","4",NA,"4",NA,NA,"4",NA,"3","4",NA,NA,NA,NA,NA,NA,NA,"4",NA,"4","4","4",NA,NA,NA,NA,"3","Male","45-60","$50,000 - $99,999","Bachelor degree","Pacific"
"832","Novice","Low","1","3","4","3","1","3",NA,"3","3","3","1","3","3","2","3","3","3","3","1","3",NA,"3","3","4","2","3","3","2","3","4","5","3","3","1","3","2","3","2","2","4","Male","45-60","$25,000 - $49,999","High school degree","West South Central"
"833","Advanced","High","3","4","3","3",NA,"4",NA,"4","4","3",NA,"4","3","5","5","3","5","3","4","5",NA,"5","5","3",NA,"4","3",NA,"5","4","5","3","3","5","5","5","4","4","4","3","Male","30-44","$25,000 - $49,999","Bachelor degree","Mountain"
"834","Intermediate","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","4","3",NA,"4",NA,NA,"5",NA,"4","4",NA,NA,NA,NA,"3",NA,"3","5",NA,"5","5","5",NA,"4",NA,NA,NA,"Male","45-60","","Bachelor degree","South Atlantic"
"835","Advanced","Moderate",NA,"4","2","4",NA,"4",NA,"4","3",NA,"3","3","2","5","3",NA,"4",NA,"3","5",NA,"5","4",NA,NA,"3","3","4","4","3","3",NA,"2","4","4","4","4","2","4","3","Male","30-44","$100,000 - $149,999","Bachelor degree","South Atlantic"
"836","Expert","High",NA,NA,"3",NA,NA,NA,NA,NA,NA,"4",NA,NA,"3","5",NA,NA,"4",NA,NA,"5","4","4","5",NA,NA,"4",NA,"2","4","4","3",NA,"4","4","3","4","3",NA,NA,"3","Male","30-44","$25,000 - $49,999","Bachelor degree","Pacific"
"838","Advanced","High","3","3","4","4","3","4",NA,"3","3",NA,"3",NA,"4","4","4","3","5","3","4","5",NA,"4","4","4","3","4","3","3","4","4","3",NA,"4","5","5","4","3","3","4","4","Male","45-60","$0 - $24,999","Some college or Associate degree","Middle Atlantic"
"839","Intermediate","Moderate",NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,"3","4","4",NA,NA,NA,NA,"5",NA,"3","4",NA,NA,"3","5","4","4",NA,"5",NA,"4","4","4",NA,"4",NA,NA,"3","Male","30-44","$50,000 - $99,999","Graduate degree","South Atlantic"
"840","Novice","Moderate",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,"3","3",NA,"3",NA,NA,"5",NA,NA,"4",NA,NA,NA,NA,NA,"3",NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,"3","Male","18-29","$0 - $24,999","Some college or Associate degree","Pacific"
"841","Novice","High",NA,"3",NA,NA,NA,"3",NA,"3",NA,"3",NA,NA,"3","3",NA,NA,"4",NA,NA,"5",NA,"5","4",NA,NA,NA,NA,NA,"3",NA,"5",NA,"2",NA,NA,"3","4",NA,NA,NA,"","","","",""
"843","Novice","Moderate","1","3","5","3",NA,NA,"1",NA,NA,NA,"3",NA,"3","2","5","1","3","1",NA,"5","1","1","3","4","1","2","1","1","3","5","3",NA,"1",NA,"1",NA,NA,"1","1","3","Male","45-60","$25,000 - $49,999","Bachelor degree","East North Central"
"844","Novice","High",NA,"4",NA,NA,NA,"4",NA,"3",NA,"3",NA,NA,"3","3",NA,NA,"4",NA,NA,"5",NA,"5","4",NA,NA,NA,NA,NA,"3",NA,"5",NA,"2",NA,NA,"3","4",NA,NA,NA,"Male","18-29","","Some college or Associate degree",""
"845","Intermediate","Moderate",NA,"4","3","4",NA,"4",NA,"4",NA,NA,NA,NA,"3","5","4",NA,"5",NA,"4","4",NA,"5","5",NA,NA,"4","3","5","4","5","5",NA,"4","4","4",NA,"5",NA,"5","3","Male","45-60","$150,000+","Some college or Associate degree","Pacific"
"846","Intermediate","High","4","5","3","4","3","5","3","5","5","5","4","5","3","5","3","4","5","5","2","5","2","5","5","2","3","4","3","5","5","3","2","5","5","5","5","3","5","3","5","3","Male","30-44","$25,000 - $49,999","High school degree","West South Central"
"847","Novice","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","4",NA,"4",NA,NA,"4",NA,"3","3",NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,"4",NA,NA,"3","Male","45-60","$100,000 - $149,999","Bachelor degree","East North Central"
"848","Novice","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","4","4",NA,"4",NA,NA,"4",NA,"2","4",NA,NA,NA,NA,NA,"3",NA,"4",NA,"4","2",NA,NA,NA,NA,NA,"3","Male","45-60","","Some college or Associate degree","Middle Atlantic"
"849","Expert","High",NA,"4",NA,NA,NA,"5",NA,"4","4",NA,NA,"4","2","5","5",NA,"4","3","3","4",NA,"5","4",NA,NA,"5","3","3","5",NA,"5","3","4","5","5","4","4",NA,"3","3","Male","30-44","$100,000 - $149,999","Graduate degree","Pacific"
"850","Novice","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male","18-29","$25,000 - $49,999","Graduate degree","West North Central"
"851","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male","45-60","$25,000 - $49,999","High school degree","East North Central"
"852","Novice","Moderate",NA,"4","4","4",NA,"4",NA,"3","4","3",NA,NA,"3","3","4",NA,"4",NA,NA,"5",NA,"3","4","4",NA,"4","3",NA,"4","4","5",NA,"3","2",NA,"3","4",NA,"2","5","Male","30-44","$100,000 - $149,999","Graduate degree","Middle Atlantic"
"853","Novice","Moderate",NA,"3",NA,"3",NA,NA,NA,NA,NA,"3",NA,"3","3","3",NA,NA,NA,NA,"1","4",NA,NA,"3",NA,NA,NA,NA,NA,"4",NA,"5",NA,"2","1",NA,NA,NA,NA,NA,NA,"Male","18-29","$0 - $24,999","Graduate degree","East North Central"
"854","Novice","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","5","4",NA,"4",NA,NA,"5",NA,"4","5",NA,NA,NA,NA,NA,"3",NA,"5",NA,"2",NA,NA,NA,"4",NA,NA,NA,"Female","18-29","$100,000 - $149,999","Some college or Associate degree","South Atlantic"
"855","Novice","Moderate",NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","4",NA,"3",NA,NA,"3",NA,"4","3",NA,NA,"3",NA,NA,NA,NA,"4",NA,"4","2","3",NA,"2",NA,"2","3","Male","45-60","$50,000 - $99,999","High school degree","West South Central"
"856","Advanced","High",NA,NA,NA,"3",NA,"5",NA,NA,"4",NA,NA,NA,"4","5","3",NA,"3","4",NA,"5",NA,"5","4","3",NA,NA,"3","4","4",NA,"4",NA,"2","5","5","5","4","4","4","4","Male","18-29","$50,000 - $99,999","Some college or Associate degree","Middle Atlantic"
"857","Novice","Low",NA,NA,"3",NA,NA,"3",NA,NA,NA,NA,NA,NA,"4","2","3",NA,"3",NA,NA,"4",NA,"3","4",NA,NA,NA,NA,NA,"3",NA,"4",NA,"4",NA,"3","3",NA,NA,"3","3","Male","45-60","$50,000 - $99,999","Some college or Associate degree","South Atlantic"
"858","Intermediate","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","3","3",NA,"3",NA,NA,"5",NA,"3","3",NA,NA,"4",NA,"4","4","3","4",NA,"4","2","2",NA,"4",NA,NA,NA,"Male","30-44","$150,000+","Graduate degree","Middle Atlantic"
"859","Novice","Moderate",NA,"3",NA,"3",NA,"3",NA,"3","3","4",NA,"3","3","4","4",NA,"3",NA,"2","5",NA,"5","5",NA,NA,"3",NA,NA,"4",NA,"4",NA,"4","3","4",NA,"3",NA,NA,"3","Female","18-29","$0 - $24,999","Some college or Associate degree","East South Central"
"860","Advanced","High",NA,NA,"4","5",NA,NA,NA,NA,NA,NA,NA,NA,"4","5","5",NA,"3",NA,NA,"4",NA,"2","1","4",NA,NA,"4","3","3","4","1",NA,"2","1","3","4",NA,"3","4","3","Male","18-29","","Some college or Associate degree","South Atlantic"
"861","Advanced","Moderate",NA,"3",NA,NA,NA,"3",NA,"4",NA,NA,NA,NA,"1","4","4",NA,"3",NA,NA,"5",NA,"4","5",NA,NA,NA,"3","4","3",NA,"5",NA,"5","3","5",NA,"4",NA,"5","3","Male","45-60","$0 - $24,999","Some college or Associate degree","West South Central"
"862","Intermediate","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,"3",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,"3",NA,"4","4",NA,NA,NA,NA,NA,NA,"Male","45-60","$50,000 - $99,999","Bachelor degree","East North Central"
"864","Novice","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male","45-60","$50,000 - $99,999","Some college or Associate degree","East South Central"
"865","Intermediate","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","2",NA,"3",NA,NA,"4",NA,"4","4",NA,NA,NA,NA,NA,"4","3","4",NA,NA,"4","4",NA,"5","3","4","3","Male","30-44","","Graduate degree","South Atlantic"
"866","Intermediate","Low",NA,NA,NA,"3","3","3",NA,NA,NA,"3",NA,"3","3","3","3",NA,"3",NA,NA,"3",NA,"3","3","3",NA,"3","3","3","3","3","3","3",NA,"2","3","3","3",NA,"3","3","","","","",""
"868","Novice","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,"5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","",""
"869","Novice","Moderate",NA,NA,NA,NA,NA,"5",NA,NA,NA,"4","5",NA,"4","5","3",NA,"5",NA,NA,"5",NA,"5","4",NA,NA,NA,NA,NA,"4",NA,"4",NA,"4","5","5",NA,"4","5",NA,"3","Male","45-60","$100,000 - $149,999","Graduate degree","Mountain"
"870","Intermediate","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,"4","4",NA,"4","3","3","3",NA,"3","4",NA,"5",NA,"4","4",NA,NA,NA,NA,NA,NA,NA,"5",NA,"4","3",NA,NA,NA,NA,"3","3","Male","> 60","$50,000 - $99,999","Graduate degree","New England"
"872","Expert","High","4","5","2","3",NA,"2",NA,"5","5","1","3","4","2","3","3",NA,"4","3","4","5",NA,"1","5","2","2","4","2","3","4","2","3","4","4","5","5","4","4","1","5","1","Male","> 60","$100,000 - $149,999","Graduate degree","Pacific"
"873","Intermediate","Low","3","3",NA,"3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,"3","3","3","3",NA,"3","3",NA,NA,NA,"3","3","3","3","3",NA,NA,"2","3","3","3",NA,"2","3","Male","45-60","","Bachelor degree","Middle Atlantic"
"874","Advanced","High",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"4","3","3",NA,"3",NA,"3","3",NA,"4","4",NA,NA,"4","3","5","3",NA,"4",NA,"4","4","4","3","3",NA,"4","4","Female","18-29","$25,000 - $49,999","Some college or Associate degree","Mountain"
"876","Intermediate","Moderate","3",NA,NA,NA,NA,"3",NA,NA,NA,"3",NA,NA,"2","4","2","2","4","3","3","4",NA,"4","4","3",NA,"3","2","3","3",NA,"4",NA,"4","3","4",NA,"3",NA,"3","2","Male","> 60","$50,000 - $99,999","Graduate degree","New England"
"877","Intermediate","Moderate",NA,"3",NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,"3","3","4",NA,"4","3",NA,"4",NA,"3","3",NA,NA,"5",NA,NA,NA,NA,"4",NA,"4","4","5",NA,"4",NA,NA,"4","Male","> 60","$25,000 - $49,999","Some college or Associate degree","West South Central"
"878","Intermediate","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","3",NA,"4",NA,NA,NA,NA,"4","4",NA,NA,NA,NA,"4",NA,"3","4",NA,"3","3",NA,NA,NA,"3",NA,NA,"Male","45-60","","Graduate degree","East South Central"
"879","Advanced","High",NA,"5",NA,NA,NA,"4",NA,NA,NA,"4","4",NA,"2","5","4",NA,"4",NA,"3","4",NA,"4","4",NA,NA,NA,"4","3","5",NA,"4",NA,"3","3","3","3",NA,NA,NA,NA,"Female","18-29","$150,000+","Bachelor degree","Mountain"
"880","Novice","Moderate",NA,NA,"4",NA,NA,"4",NA,"3","3",NA,NA,NA,"3","3","3",NA,NA,"3",NA,"5",NA,"4","4",NA,NA,NA,NA,NA,"4",NA,"4",NA,"3","3","3",NA,"3",NA,"3",NA,"Female","18-29","","Bachelor degree","East North Central"
"881","Novice","Moderate",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"4",NA,NA,"4",NA,NA,NA,NA,NA,NA,"4","4",NA,NA,NA,NA,NA,NA,NA,NA,"3","Male","> 60","$100,000 - $149,999","Graduate degree","East North Central"
"882","Intermediate","High",NA,"4","3",NA,NA,"4",NA,"3","3","3",NA,"3","3","4","4",NA,"4",NA,"3","4",NA,"5","5",NA,NA,NA,"4","3","4","3","5",NA,"5","5","4",NA,"4","4","4","3","Male","> 60","","Bachelor degree","Pacific"
"883","Advanced","High",NA,"4","3","3",NA,"3",NA,"3","3","3","3","3","3","3","4",NA,"5",NA,"4","5",NA,"5","5","3",NA,"4","4","4","5","3","3","4","3","4","5","5","3","4","5","4","Female","30-44","$25,000 - $49,999","Graduate degree","Pacific"
